"﻿Date","Open","High","Low","Close","Volume","Code"
"2-Aug-10",119.15,120.38,117.57,120.07,5482619,"AMZN"
"30-Jul-10",115.53,118.74,114.51,117.89,7083180,"AMZN"
"29-Jul-10",117.99,118.87,115.52,116.86,6184850,"AMZN"
"28-Jul-10",117,118.2,116.4,117.13,5472256,"AMZN"
"27-Jul-10",118.43,118.5,115.07,117.13,7796020,"AMZN"
"26-Jul-10",118.26,118.6,114.88,118.4,11137741,"AMZN"
"23-Jul-10",105.92,119.28,105.8,118.87,42421074,"AMZN"
"22-Jul-10",118.71,120.87,118.02,120.07,15003327,"AMZN"
"21-Jul-10",120.62,121.25,117.26,117.43,5011618,"AMZN"
"20-Jul-10",120.61,120.71,117.51,120.1,6785727,"AMZN"
"19-Jul-10",118.38,120.74,117,119.94,5030817,"AMZN"
"16-Jul-10",121.28,121.92,118.01,118.49,6227899,"AMZN"
"15-Jul-10",120.13,122.48,119.26,122.06,6051125,"AMZN"
"14-Jul-10",123.03,123.75,121.47,123.3,5257540,"AMZN"
"13-Jul-10",120.69,124.88,120.3,123.65,7091088,"AMZN"
"12-Jul-10",117.81,119.7,117.32,119.51,4783737,"AMZN"
"9-Jul-10",116.55,117.4,114.65,117.26,4065036,"AMZN"
"8-Jul-10",115.02,117.48,114.07,116.22,6776483,"AMZN"
"7-Jul-10",109.84,113.63,109.81,113.43,4944961,"AMZN"
"6-Jul-10",110.65,112.53,109,110.06,5219408,"AMZN"
"5-Jul-10",109.14,109.14,109.14,109.14,0,"AMZN"
"2-Jul-10",109.14,109.14,109.14,109.14,0,"AMZN"
"1-Jul-10",108.9,111.69,106.7,110.96,8530344,"AMZN"
"30-Jun-10",108.58,112.68,108.11,109.26,9740934,"AMZN"
"29-Jun-10",116.26,116.48,106.01,108.61,12866217,"AMZN"
"28-Jun-10",118.85,120.04,117.1,117.8,5612525,"AMZN"
"25-Jun-10",118.14,121.76,117.63,121,5770282,"AMZN"
"24-Jun-10",120.61,120.85,116.8,118.33,7771960,"AMZN"
"23-Jun-10",122.11,123.22,120.04,121.45,5455131,"AMZN"
"22-Jun-10",122.65,125.23,121.55,122.31,6207395,"AMZN"
"21-Jun-10",126.79,127.48,121.41,122.55,5327679,"AMZN"
"18-Jun-10",126.48,127.48,125.07,125.83,3840699,"AMZN"
"17-Jun-10",126.74,127.8,124.69,125.89,3480029,"AMZN"
