"﻿Date","Open","High","Low","Close","Volume","Code"
"10-Jun-10",480.37,488.5,475.84,487.01,2585930,"GOOG"
"9-Jun-10",487.22,488.88,472,474.02,2732731,"GOOG"
"8-Jun-10",487.85,488.84,477.54,484.78,2685052,"GOOG"
"7-Jun-10",499.06,500.91,483.15,485.52,3637036,"GOOG"
"4-Jun-10",499.72,509.25,496.7,498.72,3923904,"GOOG"
"3-Jun-10",495.11,508,494.7,505.6,3651897,"GOOG"
"2-Jun-10",486.68,493.87,481.46,493.37,2540721,"GOOG"
"1-Jun-10",480.43,491.06,480.12,482.37,2666997,"GOOG"
"31-May-10",485.63,485.63,485.63,485.63,0,"GOOG"
"28-May-10",485.63,485.63,485.63,485.63,0,"GOOG"
"27-May-10",484.86,492.31,481.05,490.46,2810047,"GOOG"
"26-May-10",482.07,489.76,475,475.47,3484042,"GOOG"
"25-May-10",468.16,477.45,464.01,477.07,3021908,"GOOG"
